"","Player","Score","Time"
"1749","Gunnar Weimar",786,23
"1750","Olov Rasmussen",787,8
"1751","Gerry Walsh",787,20
"1752","Olov Rasmussen",788,12
"1753","Olga Treischl",789,4
"1754","Sami Carlson",789,22
"1755","Mike Friedman",789,11
"1756","Sandra Toble",789,19
"1757","Sandra Toble",454,8
"1758","Gerry Walsh",789,8
"1759","Olov Rasmussen",789,4
"1760","Nelly Fleming",789,21
"1761","Gunnar Weimar",789,24
"1762","Sandra Toble",802,15
"1763","Sami Carlson",802,25
"1764","Sami Carlson",802,20
"1765","Sandra Toble",802,7
"1766","Sissy Welch",802,8
"1767","Sissy Welch",814,10
"1768","Sissy Welch",814,12
"1769","Sandra Toble",814,22
"1770","Olov Rasmussen",814,5
"1771","Nelly Fleming",815,9
"1772","Mike Friedman",816,10
"1773","Sami Carlson",816,14
"1774","Olov Rasmussen",816,8
"1775","Mike Friedman",825,24
"1776","Olov Rasmussen",462,24
"1777","Nelly Fleming",462,15
"1778","Olov Rasmussen",828,6
"1779","Sandra Toble",828,6
"1780","Gerry Walsh",828,11
"1781","Mike Friedman",828,23
"1782","Gerry Walsh",462,19
"1783","Sissy Welch",838,13
"1784","Gunnar Weimar",844,20
"1785","Sissy Welch",844,19
"1786","Sami Carlson",844,7
"1787","Erik Warsky",844,10
"1788","Gunnar Weimar",464,19
"1789","Olga Treischl",848,4
"1790","Olov Rasmussen",851,15
"1791","Viky Moreux",853,12
"1792","Sandra Toble",466,13
"1793","Olga Treischl",468,5
"1794","Erik Warsky",858,24
"1795","Viky Moreux",858,8
"1796","Viky Moreux",863,15
"1797","Sissy Welch",863,4
"1798","Nelly Fleming",868,21
"1799","Nelly Fleming",868,12
"1800","Sami Carlson",873,25
"1801","Sandra Toble",873,12
"1802","Sandra Toble",878,4
"1803","Sandra Toble",878,19
"1804","Nelly Fleming",878,20
"1805","Sandra Toble",878,7
"1806","Erik Warsky",878,21
"1807","Gunnar Weimar",878,13
"1808","Gunnar Weimar",471,22
"1809","Mike Friedman",471,8
"1810","Gerry Walsh",471,24
"1811","Mike Friedman",886,23
"1812","Mike Friedman",891,22
"1813","Gunnar Weimar",892,18
"1814","Gunnar Weimar",895,11
"1815","Gunnar Weimar",895,23
"1816","Mike Friedman",895,23
"1817","Sandra Toble",895,24
"1818","Erik Warsky",473,20
"1819","Gunnar Weimar",473,13
"1820","Sami Carlson",473,12
"1821","Erik Warsky",473,25
"1822","Sami Carlson",473,8
"1823","Mike Friedman",901,16
"1824","Gunnar Weimar",473,4
"1825","Erik Warsky",473,17
"1826","Gunnar Weimar",473,13
"1827","Sami Carlson",911,7
"1828","Olga Treischl",911,8
"1829","Viky Moreux",911,10
"1830","Gerry Walsh",911,15
"1831","Viky Moreux",911,19
"1832","Sami Carlson",911,19
"1833","Mike Friedman",911,13
"1834","Viky Moreux",913,8
"1835","Erik Warsky",914,23
"1836","Nelly Fleming",475,18
"1837","Gerry Walsh",477,6
"1838","Olga Treischl",930,17
"1839","Olga Treischl",477,21
"1840","Viky Moreux",942,13
"1841","Sandra Toble",942,20
"1842","Mike Friedman",945,4
"1843","Sissy Welch",945,25
"1844","Gunnar Weimar",947,23
"1845","Sandra Toble",478,18
"1846","Olga Treischl",949,20
"1847","Mike Friedman",956,7
"1848","Olga Treischl",956,10
"1849","Sandra Toble",956,24
"1850","Olov Rasmussen",956,5
"1851","Sami Carlson",957,16
"1852","Sandra Toble",957,24
"1853","Olov Rasmussen",984,11
"1854","Olga Treischl",1000,7
"1855","Viky Moreux",1011,22
"1856","Sami Carlson",1013,19
"1857","Sissy Welch",1013,23
"1858","Sissy Welch",1013,5
"1859","Gerry Walsh",1013,17
"1860","Sami Carlson",1013,13
"1861","Viky Moreux",1013,6
"1862","Gunnar Weimar",1013,24
"1863","Sissy Welch",1013,5
"1864","Erik Warsky",1013,16
"1865","Gunnar Weimar",382,14
"1866","Nelly Fleming",1046,15
"1867","Viky Moreux",1046,24
"1868","Sandra Toble",1052,12
"1869","Nelly Fleming",1069,22
"1870","Nelly Fleming",491,9
"1871","Sami Carlson",1114,3
"1872","Gunnar Weimar",1114,14
"1873","Olga Treischl",495,11
"1874","Sissy Welch",498,11
"1875","Sandra Toble",499,22
"1876","Viky Moreux",505,9
"1877","Nelly Fleming",506,23
"1878","Gunnar Weimar",506,18
"1879","Olov Rasmussen",506,14
"1880","Olov Rasmussen",506,19
"1881","Viky Moreux",507,20
"1882","Olga Treischl",516,12
"1883","Nelly Fleming",394,15
"1884","Olga Treischl",394,6
"1885","Sandra Toble",523,24
"1886","Olga Treischl",524,11
"1887","Viky Moreux",526,5
"1888","Gerry Walsh",526,14
"1889","Sissy Welch",526,6
"1890","Mike Friedman",526,3
"1891","Viky Moreux",526,13
"1892","Sami Carlson",526,17
"1893","Nelly Fleming",526,11
"1894","Sandra Toble",526,22
"1895","Nelly Fleming",394,12
"1896","Sami Carlson",394,19
"1897","Sissy Welch",532,13
"1898","Gunnar Weimar",537,13
"1899","Olga Treischl",540,24
"1900","Sissy Welch",541,23
"1901","Sami Carlson",541,11
"1902","Nelly Fleming",544,18
"1903","Sami Carlson",544,4
"1904","Olga Treischl",544,21
"1905","Olga Treischl",544,20
"1906","Olga Treischl",544,20
"1907","Olga Treischl",544,17
"1908","Erik Warsky",545,7
"1909","Nelly Fleming",547,15
"1910","Sissy Welch",552,14
"1911","Sami Carlson",552,23
"1912","Sandra Toble",552,15
"1913","Erik Warsky",552,12
"1914","Olov Rasmussen",403,25
"1915","Olov Rasmussen",558,20
"1916","Gunnar Weimar",558,6
"1917","Sissy Welch",405,24
"1918","Olga Treischl",408,22
"1919","Gunnar Weimar",408,12
"1920","Sandra Toble",570,14
"1921","Viky Moreux",570,20
"1922","Sami Carlson",571,6
"1923","Olga Treischl",572,24
"1924","Olga Treischl",572,10
"1925","Mike Friedman",573,4
"1926","Mike Friedman",573,5
"1927","Olov Rasmussen",574,12
"1928","Sissy Welch",576,14
"1929","Viky Moreux",408,21
"1930","Viky Moreux",577,9
"1931","Sissy Welch",580,17
"1932","Sami Carlson",585,21
"1933","Mike Friedman",587,21
"1934","Sandra Toble",589,19
"1935","Olga Treischl",590,17
"1936","Sami Carlson",600,24
"1937","Nelly Fleming",603,13
"1938","Sandra Toble",603,24
"1939","Olov Rasmussen",605,4
"1940","Viky Moreux",605,21
"1941","Viky Moreux",605,15
"1942","Sandra Toble",605,14
"1943","Sissy Welch",605,11
"1944","Mike Friedman",605,22
"1945","Gerry Walsh",605,9
"1946","Nelly Fleming",605,13
"1947","Mike Friedman",605,20
"1948","Viky Moreux",605,9
"1949","Olov Rasmussen",605,19
"1950","Gunnar Weimar",605,20
"1951","Sami Carlson",607,16
"1952","Nelly Fleming",607,20
"1953","Olga Treischl",607,6
"1954","Sandra Toble",607,6
"1955","Erik Warsky",608,7
"1956","Mike Friedman",608,24
"1957","Olga Treischl",608,11
"1958","Sissy Welch",608,12
"1959","Olov Rasmussen",420,3
"1960","Olga Treischl",421,23
"1961","Mike Friedman",610,23
"1962","Sissy Welch",610,6
"1963","Gunnar Weimar",612,19
"1964","Sami Carlson",612,10
"1965","Olga Treischl",612,13
"1966","Sandra Toble",614,17
"1967","Gunnar Weimar",617,22
"1968","Sami Carlson",620,8
"1969","Erik Warsky",620,7
"1970","Sandra Toble",621,16
"1971","Viky Moreux",621,22
"1972","Mike Friedman",622,17
"1973","Gunnar Weimar",624,9
"1974","Olov Rasmussen",624,4
"1975","Olga Treischl",421,10
"1976","Gerry Walsh",625,16
"1977","Erik Warsky",625,11
"1978","Sami Carlson",625,23
"1979","Gunnar Weimar",628,8
"1980","Viky Moreux",630,22
"1981","Sissy Welch",630,5
"1982","Erik Warsky",630,16
"1983","Gerry Walsh",638,18
"1984","Erik Warsky",641,11
"1985","Olga Treischl",641,3
"1986","Sandra Toble",641,20
"1987","Gunnar Weimar",645,25
"1988","Viky Moreux",646,16
"1989","Erik Warsky",650,10
"1990","Mike Friedman",655,6
"1991","Gunnar Weimar",432,24
"1992","Olga Treischl",658,24
"1993","Sandra Toble",658,19
"1994","Sandra Toble",658,5
"1995","Mike Friedman",658,8
"1996","Sami Carlson",658,24
"1997","Olov Rasmussen",658,22
"1998","Gunnar Weimar",658,21
"1999","Mike Friedman",658,6
"2000","Viky Moreux",658,14
"2001","Nelly Fleming",658,13
"2002","Olov Rasmussen",663,10
"2003","Mike Friedman",663,17
"2004","Sissy Welch",665,4
"2005","Gerry Walsh",665,25
"2006","Viky Moreux",432,4
"2007","Mike Friedman",669,16
"2008","Nelly Fleming",673,6
"2009","Sandra Toble",675,9
"2010","Viky Moreux",675,14
"2011","Olov Rasmussen",675,24
"2012","Olov Rasmussen",675,17
"2013","Nelly Fleming",675,17
"2014","Sandra Toble",676,6
"2015","Viky Moreux",679,11
"2016","Gunnar Weimar",680,21
"2017","Nelly Fleming",680,19
"2018","Sami Carlson",680,9
"2019","Gerry Walsh",680,22
"2020","Erik Warsky",682,17
"2021","Nelly Fleming",684,8
"2022","Sissy Welch",684,21
"2023","Olov Rasmussen",684,6
"2024","Sandra Toble",684,3
"2025","Mike Friedman",684,14
"2026","Sandra Toble",684,6
"2027","Sandra Toble",684,15
"2028","Viky Moreux",684,10
"2029","Olga Treischl",684,21
"2030","Mike Friedman",684,10
"2031","Gerry Walsh",435,14
"2032","Olga Treischl",435,18
"2033","Gerry Walsh",691,16
"2034","Sami Carlson",693,24
"2035","Gunnar Weimar",694,13
"2036","Sissy Welch",694,16
"2037","Sandra Toble",694,24
"2038","Gerry Walsh",695,23
"2039","Mike Friedman",695,4
"2040","Viky Moreux",438,18
"2041","Nelly Fleming",698,17
"2042","Mike Friedman",702,21
"2043","Sandra Toble",707,4
"2044","Olov Rasmussen",707,12
"2045","Olov Rasmussen",709,8
"2046","Mike Friedman",709,19
"2047","Sandra Toble",709,18
"2048","Sandra Toble",709,24
"2049","Sissy Welch",709,20
"2050","Nelly Fleming",709,13
"2051","Gunnar Weimar",709,9
"2052","Viky Moreux",709,4
"2053","Olov Rasmussen",709,13
"2054","Olga Treischl",709,15
"2055","Mike Friedman",709,13
"2056","Sami Carlson",710,20
"2057","Sandra Toble",710,4
"2058","Viky Moreux",710,13
"2059","Olov Rasmussen",710,19
"2060","Nelly Fleming",710,11
"2061","Viky Moreux",710,11
"2062","Viky Moreux",713,8
"2063","Viky Moreux",446,14
"2064","Gerry Walsh",447,7
"2065","Mike Friedman",731,19
"2066","Mike Friedman",731,17
"2067","Olga Treischl",731,15
"2068","Sissy Welch",732,8
"2069","Mike Friedman",734,20
"2070","Olga Treischl",734,20
"2071","Viky Moreux",734,17
"2072","Gunnar Weimar",734,24
"2073","Olov Rasmussen",734,8
"2074","Olov Rasmussen",735,6
"2075","Olov Rasmussen",736,15
"2076","Gunnar Weimar",736,5
"2077","Mike Friedman",737,15
"2078","Viky Moreux",742,8
"2079","Nelly Fleming",742,5
"2080","Gunnar Weimar",748,17
"2081","Gunnar Weimar",753,20
"2082","Erik Warsky",755,24
"2083","Sissy Welch",756,13
"2084","Sissy Welch",449,5
"2085","Olov Rasmussen",764,21
"2086","Sissy Welch",764,24
"2087","Gerry Walsh",766,11
"2088","Erik Warsky",766,15
"2089","Sissy Welch",766,16
"2090","Sami Carlson",368,19
"2091","Mike Friedman",450,15
"2092","Erik Warsky",770,10
"2093","Mike Friedman",776,17
"2094","Gunnar Weimar",776,8
"2095","Sissy Welch",776,7
"2096","Mike Friedman",776,10
"2097","Sissy Welch",776,24
"2098","Nelly Fleming",776,5
"2099","Gunnar Weimar",776,23
"2100","Gunnar Weimar",776,14
"2101","Gunnar Weimar",776,5
"2102","Erik Warsky",776,9
"2103","Olga Treischl",776,10
"2104","Nelly Fleming",776,15
"2105","Gunnar Weimar",779,5
"2106","Olga Treischl",788,14
"2107","Erik Warsky",789,11
"2108","Gunnar Weimar",789,14
"2109","Sandra Toble",789,22
"2110","Olga Treischl",789,16
"2111","Sami Carlson",454,21
"2112","Sandra Toble",790,7
"2113","Gerry Walsh",796,11
"2114","Sissy Welch",801,16
"2115","Olov Rasmussen",801,13
"2116","Sandra Toble",457,16
"2117","Erik Warsky",802,14
"2118","Mike Friedman",802,9
"2119","Nelly Fleming",802,23
"2120","Nelly Fleming",814,10
"2121","Sandra Toble",814,12
"2122","Viky Moreux",814,3
"2123","Sami Carlson",814,7
"2124","Mike Friedman",814,23
"2125","Gerry Walsh",816,9
"2126","Gunnar Weimar",816,14
"2127","Olov Rasmussen",816,8
"2128","Viky Moreux",816,21
"2129","Mike Friedman",826,3
"2130","Olov Rasmussen",828,11
"2131","Sissy Welch",829,7
"2132","Gunnar Weimar",837,21
"2133","Viky Moreux",838,21
"2134","Gerry Walsh",844,6
"2135","Olga Treischl",844,14
"2136","Gerry Walsh",844,22
"2137","Sissy Welch",844,7
"2138","Nelly Fleming",844,10
"2139","Olga Treischl",844,19
"2140","Gunnar Weimar",844,9
"2141","Erik Warsky",844,21
"2142","Olov Rasmussen",844,11
"2143","Gunnar Weimar",844,23
"2144","Nelly Fleming",844,12
"2145","Gunnar Weimar",844,24
"2146","Gunnar Weimar",464,12
"2147","Mike Friedman",465,13
"2148","Sandra Toble",857,14
"2149","Sissy Welch",862,17
"2150","Erik Warsky",862,12
"2151","Sissy Welch",862,10
"2152","Erik Warsky",863,4
"2153","Erik Warsky",863,24
"2154","Gunnar Weimar",863,15
"2155","Gerry Walsh",863,16
"2156","Viky Moreux",864,15
"2157","Sandra Toble",872,5
"2158","Sissy Welch",872,4
"2159","Erik Warsky",872,5
"2160","Erik Warsky",872,23
"2161","Gerry Walsh",873,4
"2162","Sami Carlson",873,8
"2163","Olga Treischl",878,7
"2164","Sandra Toble",878,15
"2165","Mike Friedman",878,14
"2166","Gunnar Weimar",878,25
"2167","Sandra Toble",878,21
"2168","Viky Moreux",878,14
"2169","Olov Rasmussen",878,20
"2170","Viky Moreux",878,6
"2171","Gunnar Weimar",878,4
"2172","Sandra Toble",378,11
"2173","Mike Friedman",886,4
"2174","Viky Moreux",886,8
"2175","Olga Treischl",886,19
"2176","Nelly Fleming",886,4
"2177","Mike Friedman",886,13
"2178","Olov Rasmussen",886,6
"2179","Sissy Welch",886,14
"2180","Mike Friedman",891,8
"2181","Viky Moreux",892,21
"2182","Mike Friedman",895,6
"2183","Erik Warsky",473,4
"2184","Sissy Welch",473,16
"2185","Gunnar Weimar",473,5
"2186","Erik Warsky",905,17
"2187","Olga Treischl",907,5
"2188","Sami Carlson",473,7
"2189","Mike Friedman",474,15
"2190","Gerry Walsh",907,25
"2191","Sami Carlson",911,4
"2192","Olov Rasmussen",911,18
"2193","Mike Friedman",911,14
"2194","Viky Moreux",911,10
"2195","Sandra Toble",911,21
"2196","Viky Moreux",911,24
"2197","Viky Moreux",475,14
"2198","Gunnar Weimar",924,10
"2199","Sandra Toble",924,18
"2200","Sami Carlson",477,12
"2201","Olov Rasmussen",942,23
"2202","Nelly Fleming",942,25
"2203","Nelly Fleming",942,14
"2204","Gunnar Weimar",942,20
"2205","Gerry Walsh",945,24
"2206","Olov Rasmussen",477,25
"2207","Olov Rasmussen",477,12
"2208","Mike Friedman",949,14
"2209","Sami Carlson",949,21
"2210","Gerry Walsh",952,23
"2211","Sami Carlson",954,13
"2212","Olov Rasmussen",956,8
"2213","Gerry Walsh",484,8
"2214","Gerry Walsh",984,10
"2215","Sami Carlson",988,15
"2216","Erik Warsky",988,16
"2217","Olov Rasmussen",485,19
"2218","Olov Rasmussen",486,10
"2219","Sami Carlson",1013,5
"2220","Gerry Walsh",1013,20
"2221","Nelly Fleming",1013,25
"2222","Nelly Fleming",1013,13
"2223","Gunnar Weimar",487,NA
"2224","Gunnar Weimar",1020,3
"2225","Sissy Welch",1026,6
"2226","Viky Moreux",489,15
"2227","Gunnar Weimar",1041,14
"2228","Gunnar Weimar",1046,8
"2229","Olov Rasmussen",1046,18
"2230","Sissy Welch",1046,24
"2231","Gerry Walsh",1046,10
"2232","Gunnar Weimar",491,13
"2233","Sami Carlson",491,14
"2234","Olov Rasmussen",491,10
"2235","Erik Warsky",1097,13
"2236","Mike Friedman",491,6
"2237","Olga Treischl",1131,10
"2238","Sandra Toble",1155,18
"2239","Viky Moreux",1167,16
"2240","Sami Carlson",499,23
"2241","Olga Treischl",500,24
"2242","Olov Rasmussen",500,21
"2243","Sandra Toble",500,20
"2244","Erik Warsky",501,6
"2245","Sami Carlson",504,NA
"2246","Mike Friedman",1248,16
"2247","Sami Carlson",506,25
"2248","Viky Moreux",506,24
"2249","Gerry Walsh",506,13
"2250","Viky Moreux",506,10
"2251","Sami Carlson",506,12
"2252","Erik Warsky",516,24
"2253","Nelly Fleming",516,3
"2254","Olga Treischl",518,16
"2255","Viky Moreux",394,19
"2256","Nelly Fleming",394,7
"2257","Gerry Walsh",520,15
"2258","Erik Warsky",523,11
"2259","Olga Treischl",523,6
"2260","Sami Carlson",524,7
"2261","Gunnar Weimar",524,6
"2262","Nelly Fleming",524,5
"2263","Gunnar Weimar",525,10
"2264","Gunnar Weimar",526,13
"2265","Sissy Welch",526,8
"2266","Sissy Welch",526,7
"2267","Gerry Walsh",526,18
"2268","Olov Rasmussen",527,22
"2269","Olga Treischl",394,8
"2270","Olov Rasmussen",394,17
"2271","Gerry Walsh",394,24
"2272","Sandra Toble",533,13
"2273","Sami Carlson",540,5
"2274","Sami Carlson",540,8
"2275","Sandra Toble",541,19
"2276","Sandra Toble",542,17
"2277","Sami Carlson",542,15
"2278","Olov Rasmussen",545,25
"2279","Olga Treischl",550,9
"2280","Sami Carlson",552,20
"2281","Sami Carlson",552,7
"2282","Gerry Walsh",552,11
"2283","Sami Carlson",552,11
"2284","Gunnar Weimar",552,12
"2285","Nelly Fleming",552,20
"2286","Gerry Walsh",552,5
"2287","Olov Rasmussen",552,18
"2288","Nelly Fleming",552,17
"2289","Mike Friedman",552,21
"2290","Gerry Walsh",552,8
"2291","Olga Treischl",351,15
"2292","Sandra Toble",552,17
"2293","Sami Carlson",555,7
"2294","Olov Rasmussen",556,5
"2295","Sissy Welch",556,25
"2296","Gunnar Weimar",558,16
"2297","Sami Carlson",558,18
"2298","Viky Moreux",558,15
"2299","Olov Rasmussen",559,12
"2300","Sami Carlson",561,15
"2301","Sissy Welch",561,10
"2302","Olga Treischl",564,20
"2303","Olga Treischl",565,8
"2304","Gunnar Weimar",407,19
"2305","Sandra Toble",568,5
"2306","Olga Treischl",569,7
"2307","Gerry Walsh",570,13
"2308","Gerry Walsh",570,7
"2309","Gunnar Weimar",571,11
"2310","Nelly Fleming",571,14
"2311","Olga Treischl",573,6
"2312","Nelly Fleming",573,13
"2313","Sami Carlson",574,14
"2314","Olov Rasmussen",574,18
"2315","Olov Rasmussen",574,6
"2316","Gerry Walsh",574,17
"2317","Gerry Walsh",574,13
"2318","Sami Carlson",411,23
"2319","Nelly Fleming",411,18
"2320","Olga Treischl",413,13
"2321","Mike Friedman",583,22
"2322","Olov Rasmussen",589,6
"2323","Sandra Toble",589,17
"2324","Gerry Walsh",590,25
"2325","Gerry Walsh",591,14
"2326","Sami Carlson",593,4
"2327","Olov Rasmussen",593,15
"2328","Nelly Fleming",593,17
"2329","Gerry Walsh",596,6
"2330","Olga Treischl",602,25
"2331","Gunnar Weimar",603,7
"2332","Sami Carlson",605,20
"2333","Viky Moreux",605,9
"2334","Gunnar Weimar",605,24
"2335","Gunnar Weimar",605,16
"2336","Sissy Welch",605,18
"2337","Sami Carlson",605,8
"2338","Gerry Walsh",605,24
"2339","Olov Rasmussen",605,18
"2340","Viky Moreux",605,4
"2341","Sami Carlson",605,16
"2342","Gerry Walsh",605,24
"2343","Viky Moreux",605,NA
"2344","Gerry Walsh",605,10
"2345","Mike Friedman",605,8
"2346","Olov Rasmussen",605,7
"2347","Gunnar Weimar",605,9
"2348","Viky Moreux",605,16
"2349","Sandra Toble",607,11
"2350","Gerry Walsh",607,24
"2351","Erik Warsky",608,15
"2352","Gunnar Weimar",608,16
"2353","Sami Carlson",608,7
"2354","Olov Rasmussen",608,14
"2355","Olov Rasmussen",608,23
"2356","Sami Carlson",421,21
"2357","Mike Friedman",421,8
"2358","Mike Friedman",609,19
"2359","Mike Friedman",612,14
"2360","Nelly Fleming",615,15
"2361","Nelly Fleming",622,13
"2362","Erik Warsky",624,7
"2363","Sissy Welch",624,14
"2364","Mike Friedman",421,5
"2365","Nelly Fleming",421,11
"2366","Sissy Welch",421,19
"2367","Sami Carlson",625,14
"2368","Sami Carlson",625,6
"2369","Gunnar Weimar",625,6
"2370","Nelly Fleming",625,23
"2371","Mike Friedman",625,14
"2372","Sami Carlson",625,21
"2373","Viky Moreux",626,22
"2374","Sissy Welch",627,11
"2375","Olov Rasmussen",628,10
"2376","Olga Treischl",630,18
"2377","Mike Friedman",631,24
"2378","Nelly Fleming",422,19
"2379","Mike Friedman",422,13
"2380","Nelly Fleming",422,18
"2381","Sissy Welch",422,24
"2382","Gunnar Weimar",422,11
"2383","Olov Rasmussen",422,20
"2384","Gerry Walsh",422,10
"2385","Olga Treischl",422,4
"2386","Olov Rasmussen",422,20
"2387","Gerry Walsh",636,9
"2388","Mike Friedman",637,17
"2389","Olga Treischl",640,14
"2390","Viky Moreux",641,13
"2391","Gunnar Weimar",644,4
"2392","Mike Friedman",645,3
"2393","Sissy Welch",645,24
"2394","Sissy Welch",427,13
"2395","Nelly Fleming",647,10
"2396","Viky Moreux",648,20
"2397","Erik Warsky",650,22
"2398","Sissy Welch",650,10
"2399","Viky Moreux",650,9
"2400","Gerry Walsh",654,10
"2401","Erik Warsky",655,3
"2402","Olga Treischl",655,8
"2403","Olov Rasmussen",655,23
"2404","Sandra Toble",657,4
"2405","Olov Rasmussen",658,5
"2406","Erik Warsky",658,6
"2407","Nelly Fleming",658,13
"2408","Gunnar Weimar",658,16
"2409","Olga Treischl",658,13
"2410","Sandra Toble",658,12
"2411","Sandra Toble",658,23
"2412","Erik Warsky",658,20
"2413","Sissy Welch",658,18
"2414","Gunnar Weimar",658,24
"2415","Gerry Walsh",658,5
"2416","Sandra Toble",658,5
"2417","Sami Carlson",658,22
"2418","Erik Warsky",658,3
"2419","Mike Friedman",658,5
"2420","Viky Moreux",664,23
"2421","Viky Moreux",665,14
"2422","Viky Moreux",665,9
"2423","Gunnar Weimar",665,12
"2424","Viky Moreux",665,10
"2425","Gunnar Weimar",665,9
"2426","Nelly Fleming",665,13
"2427","Nelly Fleming",666,9
"2428","Olga Treischl",363,21
"2429","Olov Rasmussen",363,17
"2430","Mike Friedman",432,14
"2431","Nelly Fleming",432,22
"2432","Sissy Welch",670,19
"2433","Sissy Welch",670,5
"2434","Nelly Fleming",670,10
"2435","Erik Warsky",670,17
"2436","Mike Friedman",672,22
"2437","Gerry Walsh",672,14
"2438","Nelly Fleming",673,9
"2439","Mike Friedman",673,13
"2440","Olov Rasmussen",673,16
"2441","Olov Rasmussen",675,18
"2442","Olga Treischl",675,4
"2443","Olga Treischl",675,9
"2444","Nelly Fleming",675,24
"2445","Olov Rasmussen",675,5
"2446","Viky Moreux",675,25
"2447","Erik Warsky",675,7
"2448","Viky Moreux",675,16
"2449","Mike Friedman",675,22
"2450","Viky Moreux",675,22
"2451","Mike Friedman",675,8
"2452","Erik Warsky",680,10
"2453","Gunnar Weimar",680,21
"2454","Olga Treischl",680,11
"2455","Gunnar Weimar",680,6
"2456","Olov Rasmussen",680,21
"2457","Mike Friedman",684,19
"2458","Viky Moreux",684,17
"2459","Olga Treischl",684,3
"2460","Sami Carlson",684,5
"2461","Erik Warsky",684,18
"2462","Gerry Walsh",684,6
"2463","Viky Moreux",684,24
"2464","Viky Moreux",435,12
"2465","Viky Moreux",435,18
"2466","Viky Moreux",435,24
"2467","Gunnar Weimar",685,13
"2468","Olov Rasmussen",688,25
"2469","Nelly Fleming",693,5
"2470","Viky Moreux",694,15
"2471","Olov Rasmussen",694,24
"2472","Erik Warsky",694,5
"2473","Olov Rasmussen",694,24
"2474","Nelly Fleming",694,23
"2475","Olga Treischl",695,9
"2476","Gunnar Weimar",698,6
"2477","Mike Friedman",698,21
"2478","Mike Friedman",698,22
"2479","Gerry Walsh",698,5
"2480","Olga Treischl",698,24
"2481","Gunnar Weimar",698,12
"2482","Erik Warsky",698,23
"2483","Olga Treischl",439,7
"2484","Gerry Walsh",707,22
"2485","Mike Friedman",709,24
"2486","Olov Rasmussen",709,4
"2487","Nelly Fleming",709,20
"2488","Sandra Toble",709,22
"2489","Erik Warsky",709,12
"2490","Viky Moreux",709,8
"2491","Gerry Walsh",709,20
"2492","Olga Treischl",709,18
"2493","Mike Friedman",710,24
"2494","Erik Warsky",710,10
"2495","Olga Treischl",710,7
"2496","Sandra Toble",710,25
"2497","Sissy Welch",710,18
"2498","Sissy Welch",710,18
"2499","Gunnar Weimar",710,19
"2500","Mike Friedman",710,23
"2501","Mike Friedman",710,17
"2502","Olga Treischl",710,16
"2503","Erik Warsky",712,24
"2504","Olov Rasmussen",713,17
"2505","Olov Rasmussen",713,8
"2506","Olov Rasmussen",714,4
"2507","Mike Friedman",718,17
"2508","Mike Friedman",720,23
"2509","Gunnar Weimar",720,14
"2510","Nelly Fleming",720,19
"2511","Sandra Toble",447,13
"2512","Gunnar Weimar",725,19
"2513","Viky Moreux",729,23
"2514","Sissy Welch",729,15
"2515","Sami Carlson",731,16
"2516","Nelly Fleming",731,6
"2517","Olga Treischl",732,8
"2518","Gunnar Weimar",732,17
"2519","Sandra Toble",733,12
"2520","Olga Treischl",734,22
"2521","Olov Rasmussen",734,10
"2522","Sissy Welch",734,7
"2523","Sandra Toble",447,24
"2524","Erik Warsky",447,10
"2525","Sandra Toble",447,23
"2526","Nelly Fleming",447,7
"2527","Erik Warsky",737,6
"2528","Nelly Fleming",737,3
"2529","Mike Friedman",737,23
"2530","Viky Moreux",737,11
"2531","Gerry Walsh",739,8
"2532","Sami Carlson",742,9
"2533","Gerry Walsh",743,25
"2534","Olga Treischl",745,20
"2535","Olga Treischl",749,18
"2536","Sami Carlson",751,10
"2537","Sandra Toble",752,20
"2538","Gunnar Weimar",754,11
"2539","Sami Carlson",755,6
"2540","Sami Carlson",756,15
"2541","Viky Moreux",756,21
"2542","Olov Rasmussen",763,10
"2543","Sandra Toble",764,11
"2544","Erik Warsky",764,15
"2545","Nelly Fleming",764,21
"2546","Olga Treischl",764,9
"2547","Sami Carlson",764,6
"2548","Olga Treischl",764,19
"2549","Mike Friedman",764,23
"2550","Olov Rasmussen",764,13
"2551","Sandra Toble",764,15
"2552","Mike Friedman",764,22
"2553","Erik Warsky",766,4
"2554","Sami Carlson",766,4
"2555","Sandra Toble",767,24
"2556","Viky Moreux",371,16
"2557","Sami Carlson",450,23
"2558","Nelly Fleming",450,10
"2559","Sissy Welch",450,4
"2560","Nelly Fleming",450,18
"2561","Sandra Toble",450,7
"2562","Mike Friedman",772,22
"2563","Gunnar Weimar",773,20
"2564","Gunnar Weimar",776,12
"2565","Olga Treischl",776,7
"2566","Sandra Toble",776,5
"2567","Viky Moreux",776,6
"2568","Sandra Toble",776,15
"2569","Sissy Welch",776,4
"2570","Gunnar Weimar",776,20
"2571","Olga Treischl",776,8
"2572","Sandra Toble",776,20
"2573","Olga Treischl",776,21
"2574","Olov Rasmussen",776,16
"2575","Viky Moreux",776,25
"2576","Olga Treischl",776,9
"2577","Viky Moreux",776,11
"2578","Gunnar Weimar",776,12
"2579","Viky Moreux",776,17
"2580","Sami Carlson",778,4
"2581","Gunnar Weimar",789,15
"2582","Gerry Walsh",789,11
"2583","Erik Warsky",789,14
"2584","Sami Carlson",789,22
"2585","Sissy Welch",789,6
"2586","Sandra Toble",789,14
"2587","Erik Warsky",789,19
"2588","Olga Treischl",789,17
"2589","Nelly Fleming",789,12
